pc1,pc2,fail
0.8234138843552367,2.466117930412792,1
-1.734027463432357,-0.9619584483734072,0
-1.2404772965254265,-1.1564022617524128,0
-1.8370607013496467,-0.86616534663899,0
-2.8634364227518336,1.310516047667744,0
-1.9539111838013516,-0.8846863820731918,0
-3.0360006652754246,2.2785934327676447,0
-0.908025726038778,0.2408823386330098,0
-2.826486201461071,1.1364587562429709,0
-1.9644718862767063,-1.1641661091766673,0
-1.3844153442704186,0.07665496920058326,0
-1.4960712909008684,-0.028202220789744183,0
-0.5135961723828435,0.31900157418344505,1
-1.99851436965493,0.14593325768204732,0
-4.282786211098556,2.696972713055989,0
-3.2980258994781115,2.1265400689568326,0
-2.460038067884363,1.4455566853780275,0
-1.2778160486594192,-1.046200181981334,0
0.12464387766913887,2.119190676102505,1
-1.9422947145362346,-0.45930231486923906,0
-2.0594305586598054,2.2401101722948975,0
-1.7765755692193554,-1.5386164102830424,0
-3.0061567868098633,0.6150095052484601,0
0.8152392600833589,2.038688409316081,1
-1.983775760930632,0.8097292885042009,0
-1.2426874379408535,-0.678176594175048,0
-1.6542793114992593,-0.6406707649190907,0
-1.7939774079814454,0.21230321832264085,0
-2.5172991959307027,1.2054511159036498,0
-4.327193961140338,0.8643775216840413,0
-1.7614657896185646,-0.7325594183028462,0
-3.0269956589657103,1.7969824213022165,0
-2.5915281843685833,0.0511501110257854,0
-1.1665992582768965,-0.5151055246575599,0
-0.7599842034585476,1.7134907305453582,1
-2.570526584769553,0.6418199507596866,0
-1.8614784658283408,1.8984912556951903,0
0.44098803801862174,2.982353685049679,1
1.0710776084040465,1.0367167951616638,1
-0.731463469378946,-0.9784541179881076,0
-2.8148103817496235,1.4959855167798155,0
-0.9315416392174352,1.8223584940846775,0
-1.1853566822244654,-2.1674979010060005,0
-1.37864203121099,2.0472023009693148,0
-1.1890115043107643,0.18598682407381964,0
-2.076020256542084,1.8889548074105673,0
-1.6074004119132503,2.5785599855170904,1
-3.388871233974329,2.1068061591290697,0
-2.814647895016181,1.4858351988560017,0
-1.255192386647325,-1.3673334556421155,0
0.16461861237503284,2.3711070813399204,1
0.14000906787264422,0.9195209879931403,1
-1.466159259322318,1.9888328895909826,0
-2.5420260514411925,1.553380263725166,0
-2.684965615647016,0.8486563623791581,0
-0.01481363479175268,2.431002367100283,1
